,filename,job_desc
772,Business Analyst_139629,"        Interviews client users and gains thorough understanding of business processes in order to create functional requirements for existing systems and proposed system changes    Confers with users to gain thorough understanding of needed changes or modifications of existing processes and the business challenges   Interacts professionally and cooperatively with NABP members customers and staff to answer questions about NABP   s programs and services and forwards more serious concerns to the department manager or the appropriate NABP staff member   Takes input from supervisor and team leaders and appropriately and accurately applies commentsfeedback Listens to others and accepts input from team members Clearly articulates ideas and thoughts Establishes harmonious working relationships with team members   Proactively carries out project support administrative functions Acts as a liaison between the IT department and the business user and provides technical resources as necessary Responds to all internal and external customer inquires within 24 to 48 hours    Proposes solutions to problems and considers timeliness effectiveness and practicality in addressing client needs     Generates innovative solutions by approaching problems with curiosity and open mindedness using existing information to its fullest potential Ensures compliance in all proposed solutions with laws regulations and customer contractual requirements regarding data security and privacy   Develops test scenarios and performs functional and regression testing and documents test results Interfaces with user departments in implementing and documenting testing protocols including final user acceptance testing     Develops subject matter expertise with key application functionality and provides end user training    Interfaces with all phases in the software development life cycle Assess project risks and provide mitigations to ensure a successful project delivery   Keeps abreast of programmatic changes so that responses remain accurate   Strives to improve skills and attends at least one NABP specific training session per year   Understands the professional development process and becomes actively involved by setting challenging goals and meeting them through continuous learning   Supports a positive working environment   Performs other duties as assigned   Responsibilities subject to change to accommodate Association and departmental policy and procedure changes      Immediately reports and discusses all unusual circumstances and all matters which may be contrary to Association policy with the chief operating officer or the executive directorsecretary     
"
773,Financial Analyst_131780,"    AjilonParkerLynchAccounting Principals  has partnered with a growing manufacturer to add a Cost Analyst to their team   This role involves cost accounting budgeting and month end closing   You will analyze product costs variances Bills of Materials and other Cost Accounting Functions   You will be doing extensive analysis by extracting data out of their ERP system into Excel and back into the ERP system     n     n Requirements are a Bachelors Degree in Accounting and strong Excel and spreadsheet experience   Large ERP system SAP Oracle JD Edwards experience is highly preferred but not required   14 years of experience is preferred  n    
"
774,Cyber Intelligence_24883,"   Northrop Grumman Information Systems sector is seeking a SME Intelligence Analyst 3 to join our team of qualified diverse individuals located at Annapolis Junction MD The qualified applicant will become part of Northrop Grummans Cyber Division  A market leader which innovates a culture of creativity investment and teamwork to solve the Intelligence Communitys toughest problems Roles and Responsibilities The candidate must have excellent knowledge with various media analysis and use of computerbased technologies that support such analysis A solid understanding of and proficiency in global network analysis and tools is required The individual must be fully capable of using and learning computerbased technologies to aid in the discovery and development of communications networks used by Foreign Intelligence targets As a Subject Matter Expert the individual must be capable of developing targets and advising and mentoring hisher team to meet mission objectives Qualifications Basic Qualifications  5 years of intelligence analysis experience  Experience includes aspects of technical analysis in the various media disciplines and drafting reports for editing and quality control by Senior Intelligence Analysts  Experience with analytic tools to include an understanding of collectioncollection management architecture  Ability to provide technical solutions to a wide range of complex difficult problems  Ability to independently determine and develop approach to solutions  All candidates shall have excellent communications skills and experience working in team environments with end customers  Currently maintain a TSSCI clearance with polygraph  US Citizen  5 years of experience with a Bachelors Degree 9 years in lieu of a Bachelors Degree Preferred Qualifications  Experience with endproduct reports NGISCYBERMD ISCYBERDIV Northrop Grumman Corporation is a leading global security company providing innovative systems products and solutions in unmanned systems cybersecurity C4ISR and logistics and modernization to government and commercial customers worldwide Northrop Grumman is committed to hiring and retaining a diverse workforce We are proud to be an Equal OpportunityAffirmative ActionEmployer making decisions without regard to race color religion creed sex sexual orientation gender identity marital status national origin age veteran status disability or any other protected class For our complete EEOAA statement please visit wwwnorthropgrummancomEEO US Citizenship is required for most positions    Shift 1st Shift Relocation Assistance Yes US Citizenship Required for this Position No relocation assistance available Business Sector United StatesMarylandAnnapolis Junction Clearance Polygraph   Shift 1st Shift Relocation Assistance Yes US Citizenship Required for this Position No relocation assistance available Business Sector United StatesMarylandAnnapolis Junction Clearance Polygraph Clearance Polygraph
"
775,Cisco Contact Cent_34104,"   The Collaboration Solution Architect is a technical services professional responsible for providing architectural and technical expertise in CollaborationUnified Communications technologies Working directly with the customer and Cisco AS team to develop design implement and troubleshoot innovative solutions by leveraging hisher understanding of the customers business requirements and Cisco Collaboration technologies Provides a consultative approach to understanding the customer business and technical requirements within architectural domain Key Responsibilities     Set technical direction for the customer based on Cisco Collaboration and best practices     Work directly with customers on planning designing testing and implementation of collaboration solutions     Responsible to create and write technical documentation for CollaborationUnified Communication solutions related to all phases of a PDI Planning Designing and Implementing project such as requirement documents HLD LLD Test Plan and Network Implementation Plan     Act in a technical team leadership capacity and provide support as the focal point for highly complex customer problems     Provide technical guidance to troubleshoot and resolve highly complex VoIP issues     Build collaborative relationships with the customer managers and engineers     Provide trial testing and demonstration support     Become a trusted technical advisor to the customer Minimum Qualifications     CCIE or equivalent experience required     SA Must have clear leadership communication and documentation skills as they need to interact with every level from end users to Senior Executives     Minimum 8 years of relevant experience as engineerarchitect planning implementing designing supporting and troubleshooting Cisco Collaboration Technologies     Required expertized and experience with Cisco Call Manager Dial Plan Design and UCCX     Expert level knowledge in Unified Communication technologies such as CUCM CUC CER JabberPresence Dial Plan SIP Trunking SME UCCX Client Gateways Virtualization and strong knowledge in other areas of Collaboration such as Business Video Customer Collaboration UCCE Webex Datacenter QoS and CloudCaaS     Expert level internetworking troubleshooting in a largescale Cisco Collaboration solutions     Largescale Unified Communications design skills     Must possess strong technical account management skills     Experience in Professional Services planning designing implementation and highlevel support     Indepth knowledge in operations management availability and capacity planning of Cisco Collaboration solutions     The position requires the engineer to work 100 from customer site in Manhattan NY     Typically requires BS CS or University degree equivalent
"
776,Customer Service R_149000,"   Kelly Services is hiring Customer Service Representatives in partnership with TMG Health in Dunmore  PA This is your chance to start a career with a top employer in Northeast PA   TMG  Health will be moving early summer to their new state of the art facility in Jessup PA   n Job Description n The Customer Service Representative is responsible for answering inbound calls in a timely manner within a call center environment They are required to complete research using provided resources to ensure accurate and quality service is being delivered as contracted with the client while remaining within CMS guidelines and adhering to department internal policies and procedures Outbound calls are periodically conducted for surveys and resolution of outstanding issues  n  n Duties and Responsibilities n     Answer inbound calls from members member representatives agent brokers providers health plan employees ship employees and clients n     Perform outbound calls to resolve pended issues and surveys  n     Research caller   s inquiries using internal knowledge database client website routes and escalation process to resolve concerns  n     Clear and concise documentation of each task is required n     Timely resolution of self pended calls  n     Performs as an advocate by educating the caller of all necessary information and alternatives as it relates to the call to promote one call resolution  n     Develop and maintain effective working relationships with internal and external customers n     Adhere to department and corporate guidelines Follow internal policy and procedures  n     Deescalate situations in a professional calm and customer focused manner n     Utilize department best practices to increase productivity once call resolution and patient satisfaction  n     Other duties as assigned n  n Job Qualifications n You must be available to work an 8hr shift between the hours of 700am and 1100pm  n Health care experiences a plus but not required  n Excellent communication skills and attention to detail  n PC Experience MS Word Excel Outlook and ability to type 30 words a minute  n Demonstrated ability to use good judgment and logical reasoning  n Work as a Team Player  n Ability to work scheduled times and shifts may be required to work overtime nights weekends and holidays  n Drug and Background screens required prior to starting  n Benefits of working with Kelly Services  n Optional Medical benefit plans  n Service bonus and holiday pay  n Weekly electronic pay  n Employee discounts n To schedule a phone interview please click on this link wwwapponecomInfoasp n  n If you are in need of additional information please email 5109kellyservicescom
"
777,Shift Team Leader_96785,"    Apply now Shift Team Leader  Trowbridge  Salary up to   37500 A fantastic opportunity has arisen to join a leading global food and beverage company as a Shift Team Leader This company are continually striving for excellence and are always looking at ways in which they can improve if you share their passion for being the best and can motivate a team of others to also do so read on Type Perm Date Posted 020318 Job Reference 19539398Shift Team Leader Responsibilities Supervise and coordinate a team of approx 15 technicians per shiftEnsure work is prioritised to meet production schedules and demandProactively motivate you team to promote an environment that lends itself to continuous improvement and excellenceAssist management with duties such as absence management and deputise for Team Management when requiredEnsure HS and quality standards are met and continually look for ways in which processes can be improvedTake ownership of your teams training and development plans which includes providing coaching trainingCarry out investigations and root cause elimination GTSD Shift Team Leader Essential QualitiesSkills Be able to demonstrate excellent coordination skills and be able to influence and manage a teamMust be adaptable and able to respond to changes in prioritise in an organised and professional mannerMust have excellent interpersonal skills with the ability to motivate and lead a teamBe able to solve problems and analyse issues should they ariseBe committed to root cause analysis and adopt a proactive approach to continuous improvementBe able to build and maintain cross department relationships to help maximise performanceWorking knowledge of HS environmental and legislative requirements Shift Team Leader Preferred QualitiesSkills High level of Mechanical and Technical comprehensionExperience in Team Leadership position Shift Team Leader SalaryHours Salary up to   37500 depending on skills and experienceShift pattern includes rotating days and nights including weekends however this is set out in advance Key Words Team Leader FMCG Supervisor Supervise Manager Man Management Food  Beverage Production Manufacturing Coordinate Plan Prioritise Cordant People are an Equal Opportunities Employer Cordant Group is an equal opportunities employer 
"
778,Security Officer J_38758,"   Security Officer 3847BR DallasFort Worth Branch 2146301001 Job Description WHELAN SECURITY IS NOW HIRING We are searching for bright and talented professionals to join our worldclass security team Our security positions are ideal for Former transitioning and military reserve personnel Former and future law enforcement officers Hospitality and customer service professionals College students Retirees Qualifications Successful candidates must meet the following requirements Legally authorized to work in the United States At least 21 years of age or older as required by applicable law or contractual requirements Demonstrate a stable work history Pass an extensive background screening which includes but is not limited to criminal background checks local state and federal drug test aptitude tests skills assessment interviews and personality profile behavioral assessment Education Candidates must meet the following educational requirements Possess at least a  high school education or equivalent GED Apply Now If you have an interest in joining a leader in the contract security industry and would like to work at one or more of our outstanding client locations in the Iowa Park area     APPLY NOW Click    Apply    to begin the application process immediately For more information you can also call us at 2146301001 Not convinced    Listen to what our team members have to say At Whelan we value people and we value relationshipsExtraordinary people work at Whelan     are you one Iowa Park TX 76367
"
779,Customer Service R_146874,"     Customer Service    nbsp   Our client is looking for Customer Service Representatives Data Entry Clerks and Greeters for a ONE week long temporary assignment starting Sunday 05202012 We are looking for dedicated candidates who are going to stay committed to this assignment The pay is 10 per hour This is an IMMEDIATE need     THIS IS A TEMPORARY ASSIGNMENT     
"
780,Administrative Ass_141897,"   Leading Innovation and Integrity As members of a leading design geospatial and infrastructure management firm Woolpert employees inspire each other to be the best through their ingenuity diversity and vision With projects that contribute to the sustainability security and efficiency of federal local and privatesector clients across the US and abroad our employees appreciate rewarding careers that contribute to advances in the ArchitecturalEngineering industry while also knowing theyrsquore serving the needs of some of the best communities and organizations around the world    Woolpert a top AE firm seeks an Administrative Assistant in its Cincinnati Ohio office Responsibilities include purchasing switchboard meeting preparation executive support event management report assembly and all general office duties  Presenting Opportunities and Challenges at Every Turn As a firm that recognizes the importance of developing top talent from within our employees have access to a wide range of training and coaching programs and are rewarded for their achievements through our excellent benefits package and competitive salaries For consideration please apply on line at httpwwwwoolpertcom using requisition number NS114432    Please no agency or recruiter calls We are proud to be an EEOAA employer MFDV who maintains a drugfree workplace  
"
781,NDT Technician_89642,"    Apply now NDT Technician Newton Abbott   23000    31000  Overtime  ReLocation Package  Company Pension  Healthcare  Training  Progression  33 days holidayAre you a NDT Technician from an Aerospace or Defence background Do you want to join an industry leading organisation offering the chance to train and develop in an interesting role This international organisation specialise in providing technological solutions for the Aerospace and Defence industry and have been operating from their purposebuilt multimillionpound manufacturing facility for over 70 years Following the recent success of securing a contract worth in excess of 1 billion they are now looking to recruit highly skilled and motivated engineers to join the group In this role you will work on 4 on 4 off shift pattern 12 hours and conduct a range of NDT inspections on a variety of aircraft parts and components that that vary in size complexity and material The ideal candidate will come from an NDT background be Level 2 qualified and have experience working on Aerospace parts or components This is an excellent opportunity to join an organisation at the forefront of their industry that offer fantastic training opportunities whilst working in a varied technically challenging position where you can boost your earnings through overtime The Role Conduct NDT inspections on aircraft parts or components  Carry out MPI and FPI testing  Visual inspections  4 on 4 off shift pattern days and nights The Person Level 2 qualified or hold EN4179 or NAS410 qualified  Experience working on Aerospace parts or components  Happy to work shifts NDT Engineer MPI PCN FPI Aerospace Manufacturing Production Test Assembly Engineering CMM Audits Inspection Technician Reports Precision Apprenticeship Testing Shift Non Destructive Testing Dye Pen PCN Level 2 NDT Engineer Production Overhaul Inspector DefenceThis vacancy is being advertised by Rise Technical Recruitment Ltd The services of Rise Technical Recruitment Ltd are that of an Employment AgencyRise Technical Recruitment Ltd regrets to inform that our client can only accept applications from engineering candidates who have a valid legal permit or right to work in the United Kingdom Potential candidates who do not have this right or permit or are pending an application to obtain this right or permit should not apply as your details will not be processed 
"
782,Healthcare Assista_84179,"    Apply now Are you currently in Care but looking for additional shifts or a new change altogether The Superior Healthcare Group is now urgently recruiting in the Maidstone area for staff to join its friendly team for immediate day and night placements within Supported Living Residential and Nursing Homes You will be working in a variety of Care settings and will be supported by a friendly team The hours are varied and can be flexible to fit around your family All we ask for in return is a minimum commitment of 2 shifts per week although many of our staff work full time hours Experience and reliability for shifts is essential A clear driving licence and access to your own car is desirable but not essential if you have good links and are willing to use public transport In return Superior Healthcare Group can offer holiday pay pension scheme free mandatory training free uniforms and flexible working hours To apply please send us your CV today The Superior Healthcare Group is acting as an Employment Business in relation to the role Due to the nature of the role employment is subject to an Enhanced DBS Check and professional references The Superior Healthcare Group is an Equal Opportunities Employer The Superior Healthcare Group is acting as an Employment Business in relation to this role The Superior Healthcare Group is an Equal Opportunities Employer agy Registration is subject to Enhanced DBS and professional references 
"
783,Java consult_37138,"   My name is AakashI am urgently seeking Sr Java Developer  Docker  with my direct client at   Santa ClaraCA I have included the job details below and wondering if there would be an interest in this opportunity from your end Title Sr   Software Engineer Location Santa Clara CA Not Able To Sponser The Visa At These Moment ONLY W2 NoteClient need someone who is strong   java  Unix should know shell scripting  Docker Should you be interested in this position please reply to this email with the following informationWhen are you available to workWhat is your current visa status H1B Green Card Holder US CitizenWhat are your salary or hourly rate requirementsKindly attach your current resumeInclude your phone number in the email and the best time to reach youYou Current LocationRelocation Preference YesNoAvailability to interviewAvailability to startBest time to call you Description looking for a Senior Software Engineer to work in a typical Silicon Valley startup environment and follow agile methodologies to develop the nextgeneration Continuous Delivery platform that will change how the software applications are built deployed and delivered in the Fortune 1000s You must Love experimenting with the new technologies yes we track the new stuff you do each week   and apply them into your current projects Work independently to write code in modern languages and frameworks such as Java Ruby JavaScript Nodejs Rails Be a hardcore devops practitioner Understand the big picture to develop your own plan of execution Clearly articulate and communicate your objectives and progress to rest of the team Required Skills 8 years of software development experience     Strong experience with Java Go Python and NodeJS     Familiarity with DevOps processes and technologies including Chef Puppet or Ansible Strong experience with containers KubernetesSwarmMesosDocker A clear understanding and experience with microservice architecture cloud services and deployment models     Experience with virtualized infrastructure and Infrastructure as a Service IaaS such as vSphere OpenStack Amazon Web Services or Google Compute Engine     Experience with Platform as a Service PaaS such as Openshift Cloud Foundry Heroku or similar BS degree in Computer Science similar technical field of study or equivalent practical experience Preferred Skills Experience working in any of the following areas  systems integration  operating systems infrastructure management platforms devops platforms     Interest and ability to learn other technologies  coding languages as needed     Experience working with two or more from the following web application development UnixLinux environments mobile application development distributed systemsnetworking developing large software systems andor security software development  Aakash Central Business Solutions Inc 37600 Central Court Suite 214 Newark CA 94560Work 8002058587 Ext709 Direct 5108702259 Fax 5107403677 Email aakashcbsinfosyscom IMaakashcbs Gtalk Business Solutions Through Cutting Edge TechnologySee who we know in common  Vendors can add there email id for our further reqs httpvisitorconstantcontactcommanageoptineav001jyV49J2cwWqVyJ5lKLaUMA
"
784,Project Developmen_8064,"   EsVardAm online fashion store is looking for young  motivated people who are interested in participating in the works of the  project
"
785,Senior Accountant_141105,"    Sr Accountant  Smithville TN      Senior Accountant Job Purpose  Ensures the integrity of accounting information by recording verifying consolidating and entering transactions    Senior Accountant Job Duties          Prepares and records asset liability revenue and expenses entries by compiling and analyzing account information      Maintains and balances subsidiary accounts by verifying allocating posting reconciling transactions resolving discrepancies      Maintains general ledger by transferring subsidiary accounts preparing a trial balance reconciling entries      Summarizes financial status by collecting information preparing balance sheet profit and loss and other statements      Produces payroll by initiating computer processing printing checks verifying finished productCompletes external audit by analyzing and scheduling general ledger accounts providing information for auditors      Avoids legal challenges by complying with legal requirements      Secures financial information by completing database backups      Protects organizations value by keeping information confidential      Updates job knowledge by participating in educational opportunities reading professional publications maintaining personal networks participating in professional organizations    
"
786,Publicity Agent_3923,"   The incumbent will advertise the company and its  services
"
787,Sourcing Specialis_57464,"   Job Description    Send me Jobs like this Job Description The Sourcing specialist will support in recruiting Top talent for GE Sourcing specialist will be responsible for driving all the aspects of talent relationship Management The person in this role should have Exp 5 years  8 years Strong understanding of IT and Non IT Requirements especially lateral hiring Should have handled highy niche skills requirement and should have good understanding of the market and skill availability Should have the flair to converse fluently sell the role brand with potential job seekers to get attracted to the role Establish relationship with candidates and Stakeholders Ability to multitask  Good understanding of various recruiting tools like Taleo Peoplesoft etc Immense knowledge on Industry Mapping Head hunting market research Market analytics Client GE Location Whitefield Candidate should be interested to work as an individual contributor Salary Not Disclosed by Recruiter Industry ITSoftware  Software Services Functional Area HR  Recruitment  Administration  IR Role CategoryHR Recruitment  IR RoleRecruitment Executive Keyskills Head hunting Lateral hiring Lateral recruitment Lateral talent acquisition Head hunting specialist Individual contributor Talent acquisition Analyst Sourcing specialist Hiring Analyst Sourcing Analyst Desired Candidate Profile    Company Profile Confidential Confidential Download PPT Photo 1    View Contact Details
"
788,SW Engineer Embedd_34124,"   At Collinear Networks we are growing our software team to develop leading edge telecom platforms and telecom network management platforms In our dynamic fastpaced environment the ideal Software Engineer candidate will be high energy creative resourceful and truly innovative at engineering unique and well thought out software solutions This is a handson opportunity to develop a new telecom platform which will help define the future of wireless networking  The OpportunityIn this role you   ll be designing and developing software for the critical data plane of the L2 L3 networking switchrouter at the heart of the platform we   re building You   ll work on the latest silicon and develop code that puts it to use in new and different ways to take advantage of some of unique capabilities of our platform You   ll be part of a great team with opportunities to try new things learn and share your knowledge all in an exciting startup environment  QualificationsRequiredBS in computer science and engineering or equivalent5 to 10 years of experience in developing L2  L3 networking featuresExperience designing and developing HAL Hardware Abstraction Layer or SAI Switch Abstraction Interface that interface with a switch   s SDK layerFamiliarity with one or more areas of RIB Routing Information Base Bridging MAC Tables Label Management Interface Manager VLAN Manager Multicast ManagerExperience of working with merchant silicon switch SDKs such as Broadcom Marvell Mellanox etcStrong software development experience in CCA team player with strong interpersonal and communication skillsComfortable working in Agile development environments and the traditional SDLCDesiredMS in computer science and engineering or equivalentRecent experience working on embedded Linux in Chassisbased systems
"
789,School receptionis_91076,"    Apply now A star Teachers are seeking to appoint a ReceptionistAdmin Officer for a client school in Central London to act as the first point of contact and to assist with the smooth administration for the school Applicants will require excellent interpersonal skills and the ability to be responsible for a busy reception area This post is 35 hours per week term time plus one additional week The salary is negotiable depending on experience All candidates will be subject to the safeguarding checks as standard in UK schools It is therefore vital that those applying are in possession of an uptodate DBSpolice clearance Interviews will take place between the 12th and 21st of March For further information please contact Ken in the secondary team on or email  APPLICATION REQUIREMENTS You must have the legal right to work in the UK This position is subject to an Enhanced DBS Disclosure Overseas Police Clearances if applicable and professional reference checksIt is A Star Teachers policy as a matter of courtesy to respond to all applications within three working days However due to the volume of applications we are sometimes unable to respond to each applicant individually If we have not contacted you within three working days your application has been unsuccessful and your details have not been retained Please apply for any other position that you may feel suitable for in the future A Star Teachers is a Quality Marked Agency continuously since 2002 and is committed to safeguarding and promoting the welfare of children and young people 
"
790,Store Manager mat_106177,"    Apply now Store Manager  Maternity Contract Are you looking for a new challenge in your retail management career Are you passionate about leading a strong sales and service team Does working for an industry leader excite you If you answered yes then continue reading as we are currently searching for a new Store Manager to join the face of Sally in our store in Welwyn Garden City This is an exciting opportunity to join an organisation who are experts in the hair and beauty industry Who have ambitious growth plans and passionate and professional teams throughout We have an important goal  getting it right first time for our customers and employees Thats why well be upfront with you about what you can expect if you join us To give you a flavour  Youll be given real responsibility from day one owning full operational accountability for your store and team Youll be challenged and supported in developing your career with us from the start and with commitment the pace you progress is in your control So who are we looking for For our Store Managers passion and personality are key You need to be the sort of person who can deliver against ambitious KPIs in a challenging retail environment Who demonstrates commerciality and drive for excellent standards and an eagerness to learn and be stretched daily Youll be experienced in inventory management and stock control developing business relationships and driving career progression for people within your team A natural instinct to share and develop knowledge will put you in a great position to be the best you can be upon joining us and to top it off  were looking for someone who has a genuine passion for delivering exceptional customer service and is proud to be a retail leader Whats the deal To be successful youll need to be flexible in both when you work and the way you work as adapting to customer demand and business focus is how we stay top of the pack In return youll be rewarded for what you put in  we offer a competitive salary outstanding personal incentives and the opportunity to be part of an unforgettable and ambitious team Where do I apply Its exciting times here at Sally If youre commercial minded with a passion for developing your team coupled with a proven track record in full retail management and operations then please apply now Its simple to do just upload your CV and if we think you would be a great match well give you a call to get to know you further And remember       Sally and Salon Services are part of Sally Beauty Holdings We are nationally and globally recognised for supplying professionals and our customers with a full range of over 6000 hair and beauty products and salon equipment across over 4000 stores worldwide now thats exciting 
"
791,Key Account Manage_107388,"    Apply now Job Title Key Account Manager Location South of England Salary Up to   50000 Negotiable based on experience as well as 50 OTE Benefits Company carAnnual discretionary performance bonus25 days annual leavePension 3 employer contributionsHealth Insurance including immediate familyFree soft drinks dailyExtramural activities including fitness sessions football team tough mudder team and regular social About the role We have a great new role for a Key Account Manager to join a rapidly expanding Motor Finance Lender based in Oxfordshire The role holder will be responsible for managing and developing relationships with the Dealer Network This role will be field based 4 days per week Responsibilities and Experience required for the role of Key Account Manager Visiting new and existing Dealerships to support encourage and promote the business as their preferred car finance optionAct as an ambassador for the businessDemonstrate an indepth knowledge of product offering and lending policyRecording of all Dealer contact and transactions on the CRM system and SalesforceExperience of working in an Account Manager or Business Development Manager role within Financial Services preference will be given to candidates with Motor Finance experienceAbility to devise and deliver client business plans achieve profitability and smash sales targetsExperience of achieving high levels of client satisfaction and building robust relationships along with a drive for success and resultsExcellent written and verbal communication skills For more information regarding the role of Key Account Manager please contact us Stellar Select is acting as an employment agency and is a corporate member of the REC Due to a high volume of applications we will only contact you if your application has been successful We aim to contact all successful contacts within two business days 
"
792,Office Support Ad_79363,"    Apply now Office Support  Admin With FULL payroll responsibility Manchester City Centre   22000    25000 You must have previous experience working for a Tech company or similar and also have experience of processing a full payrollTo manage sufficiently Administrative duties Payroll  MUST HAVE EXPERIENCE OF RUNNING A PAYROLL To deal with tasks set by the Head of People Answer telephone screen and direct calls that come into the officeTake and relay messagesManage incoming and outgoing postLooking after visitors  meeting attendantsProviding refreshments for staff members  meetings etc where relevantGeneral administrative and clerical support to all staffPrepare letters and documentsTidy and maintain the main office areaRegular stationary housekeeping to ensure sufficiently stockedFiling and retrieving information and documentsDealing withfiling Design Team drawing submissions for all sitesPrinting and issuing of Construction Status drawings in A1Ensuring daily upkeep of Live Site Information filesMaintaining office equipment  materials and ensuring stock levels are sufficientTo implement own systems to ensure professional working environmentTo undertake any other duties reasonably requested by Operations Managers  DirectorsCompetent with MS Office especially Outlook Word  ExcelProven experience as an Administrative Assistant or Office CoordinatorKnowledge of the Construction Industry preferred but not essentialExcellent time management skills and ability to prioritise workRemain private and confidential at all timesAttention to detailExcellent written and verbal communication skillsStrong organisational skills with the ability to multitaskAbility to use own initiative and be proactiveAbility to learn new skillsGood solid team memberBe of smart appearanceFriendly personable and confidentPlease apply with an up to date CV  Louise Hunter  Adam Recruitment  Due to large volumes of applicants if you do not fit the above criteria you will not be considered for this role Office Support  Admin With FULL payroll responsibility Manchester City Centre   22000    25000 You must have previous experience working for a Tech company or similar and also have experience of processing a full payroll 
"
793,Executive Assistan_145414,"    Classification     SecretaryAdmin Asst  Exec n  n Compensation     2000 to 2200 per hour n  nA growing Entertainment company in downtown Los Angeles is seeking a Executive Assistant to perform administrative duties for the executive staff Responsibilities will include screening calls making travel and meeting arrangements preparing reports and quarterly financial data training and supervising other support staff and customer relations A successful candidate would be able to multi task in a fast paced environment have excellent business writing skills advanced knowledge of the Microsoft Office Suite great interpersonal skills and experience with project coordination Bachelors degree required
"
794,Product Safety Spe_55386,"   Sasol USA Corporation is expanding its existing Louisiana Chemical Operations with the development of a worldscale ethane cracker that will produce 15 million tons of ethylene and other downstream derivatives per year   The ethane cracker will enable Sasol to expand its differentiated ethylene derivatives business while helping to strengthen US manufacturing boost exports and spur economic growthDue to our tremendous growth we are recruiting for a Product Safety Specialist reporting to the Manager of Product Safety Regulatory Affairs This position can be staffed  in Houston Texas or Lake Charles LA   Sasol offers a comprehensive total rewards package with marketrelated compensation and benefits that are consistent across our sites in the USA   The total rewards package is competitive within our industry and is designed to attract and retain our most valuable assets  our employees   Come be a part of our Growing Team       Position Responsibilities    Monitor state and federal regulatory developments trends and assess impacts on requirements for Sasol products manufactured domestically or imported into the US Expertise in EPA TSCA compliance FDA food contact applications and OSHA hazard communication Provide regulatory support and guidance for North America Operations and applicable Businesses in the marketing and safe use of Sasol products   Respond to internal and external customer request for regulatory and product related information and documentation Responsible for coordinating preparing and submitting new chemical notifications and registrations to ensure products are approved domestically and internationally Develop Product Safety systems and procedures for new or modified product requirements andor assist manufacturing in regulatory reporting mandates   Develop safety bulletins and other specialized literature pertaining to product safety and compliance Supervise contractorsconsultants to accomplish tasks for regulatory and other corporate activities involving Sasol products Conduct hazard assessments and classifications for global chemical control laws and initiatives related to Product Stewardship and ensure consistency where appropriate Select lead andor participate on teams developing internal standards and priority projects to manage complex product safety issues and problems   Work directly with toxicologist Ecotoxicologist and other specialized professional fields Liaison with business leaders within RD Market Development Sales  Marketing Planning  Optimization and other regulatory staff in the product development process Represent Sasol to customers regulatory agencies trade associations and industry on matters of product safety and compliance Lead or participate in corporate ISO audits and other company audit initiatives as needed    Experience andor Educational Requirements    Bachelor   s Degree in Sciences Chemical or Chemistry   68 years of regulatory affairs product safety or product stewardship related experience in the Chemical industry Expert knowledge of US regulations and standards EPA TSCA OSHA and FDA Canada EU and AsiaPacific product laws Excellent leadership and project management Multitasker Polymer andor Wax regulatory knowledge Communicates effectively both orally and written detail oriented Good interpersonal skills crossculturally SAP EPA CDX and Microsoft proficient       Aerial View of Construction on Sasols US Mega Project  YouTube httpswwwyoutubecomwatchvK_b5IEb_o    Location Houston Texas    Sasol treats workauthorized job applicants equally in recruiting and hiring without regard to their citizenship status or national origin unless required by law regulation executive order government contract or determination by the Attorney General Please note Sasol will not sponsor obtain andor petition for temporary visa status for example E F1 H1 H2 L B J or TN for candidates for this position andor personnel hired for this position    We are not accepting unsolicited resumes from 3rd party recruitment agencies therefore we will not pay a fee for resumes submitted
"
